date,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,conversion_value,ctr,cpc,cpm,roas
2026-02-01,dv360,DV_IO_002,YouTube Pre-roll — Brand,82530,683,390.06,4.8,636.43,0.0083,0.57,4.73,1.63
2026-02-01,dv360,DV_IO_003,Programmatic Video — Retargeting,74034,931,517.23,21.0,3403.68,0.0126,0.56,6.99,6.58
2026-02-01,google_ads,GADS_001,Search — Brand Keywords,54814,919,226.51,26.7,685.92,0.0168,0.25,4.13,3.03
2026-02-01,google_ads,GADS_002,Search — Competitor Keywords,8204,319,566.38,5.7,795.44,0.0389,1.78,69.04,1.4
2026-02-01,google_ads,GADS_003,Performance Max — All Products,48996,984,477.15,17.8,3143.48,0.0201,0.48,9.74,6.59
2026-02-01,google_ads,GADS_004,Display — Retargeting,52524,1691,236.53,83.6,6723.11,0.0322,0.14,4.5,28.42
2026-02-01,meta,META_001,Brand Awareness Q1,17734,612,261.37,41.0,1905.27,0.0345,0.43,14.74,7.29
2026-02-01,meta,META_002,Retargeting — Website Visitors,17044,790,194.35,65.0,2595.45,0.0464,0.25,11.4,13.35
2026-02-01,meta,META_003,Prospecting — Lookalike 1%,50156,1368,408.14,112.0,9223.2,0.0273,0.3,8.14,22.6
2026-02-01,meta,META_004,App Install — iOS,50026,969,320.86,72.0,7354.08,0.0194,0.33,6.41,22.92
2026-02-01,x_ads,X_001,Promoted Tweets — Engagement,33485,589,49.16,19.0,1729.95,0.0176,0.08,1.47,35.19
2026-02-01,x_ads,X_002,Website Clicks — Fintech Audience,36948,1404,82.87,39.0,913.77,0.038,0.06,2.24,11.03
2026-02-01,x_ads,X_003,Follower Campaign — Brand,3704,32,292.99,0.0,0.0,0.0086,9.16,79.1,0.0
2026-02-02,dv360,DV_IO_001,Programmatic Display — Prospecting,196779,795,272.28,32.6,4529.44,0.004,0.34,1.38,16.64
2026-02-02,dv360,DV_IO_002,YouTube Pre-roll — Brand,58830,377,472.32,15.6,2527.04,0.0064,1.25,8.03,5.35
2026-02-02,dv360,DV_IO_003,Programmatic Video — Retargeting,123060,1746,746.01,11.9,982.46,0.0142,0.43,6.06,1.32
2026-02-02,google_ads,GADS_001,Search — Brand Keywords,4717,254,46.05,1.4,89.04,0.0538,0.18,9.76,1.93
2026-02-02,google_ads,GADS_002,Search — Competitor Keywords,49027,2611,107.34,67.1,11765.98,0.0533,0.04,2.19,109.61
2026-02-02,google_ads,GADS_003,Performance Max — All Products,51884,767,283.23,20.5,2612.52,0.0148,0.37,5.46,9.22
2026-02-02,google_ads,GADS_004,Display — Retargeting,46447,1645,234.32,124.3,19528.77,0.0354,0.14,5.04,83.34
2026-02-02,meta,META_001,Brand Awareness Q1,27881,1006,196.62,71.0,7347.79,0.0361,0.2,7.05,37.37
2026-02-02,meta,META_002,Retargeting — Website Visitors,61740,145,315.72,3.0,115.65,0.0023,2.18,5.11,0.37
2026-02-02,meta,META_003,Prospecting — Lookalike 1%,24265,869,406.28,38.0,2425.92,0.0358,0.47,16.74,5.97
2026-02-02,meta,META_004,App Install — iOS,49548,1665,65.57,60.0,6260.4,0.0336,0.04,1.32,95.48
2026-02-02,x_ads,X_001,Promoted Tweets — Engagement,24459,425,61.41,10.0,552.8,0.0174,0.14,2.51,9.0
2026-02-02,x_ads,X_002,Website Clicks — Fintech Audience,13271,311,215.26,0.0,0.0,0.0234,0.69,16.22,0.0
2026-02-02,x_ads,X_003,Follower Campaign — Brand,27715,581,144.65,9.0,608.22,0.021,0.25,5.22,4.2
2026-02-03,dv360,DV_IO_001,Programmatic Display — Prospecting,67620,43,433.72,1.9,101.65,0.0006,10.09,6.41,0.23
2026-02-03,dv360,DV_IO_002,YouTube Pre-roll — Brand,49438,761,452.25,11.8,1785.46,0.0154,0.59,9.15,3.95
2026-02-03,dv360,DV_IO_003,Programmatic Video — Retargeting,132565,58,628.56,0.0,0.0,0.0004,10.84,4.74,0.0
2026-02-03,google_ads,GADS_001,Search — Brand Keywords,10385,573,97.09,26.1,5133.35,0.0552,0.17,9.35,52.87
2026-02-03,google_ads,GADS_002,Search — Competitor Keywords,44033,1377,259.14,105.1,6858.83,0.0313,0.19,5.89,26.47
2026-02-03,google_ads,GADS_003,Performance Max — All Products,7724,273,120.31,13.7,1522.48,0.0353,0.44,15.58,12.65
2026-02-03,google_ads,GADS_004,Display — Retargeting,11707,203,597.86,6.8,210.73,0.0173,2.95,51.07,0.35
2026-02-03,meta,META_001,Brand Awareness Q1,39009,1142,140.09,0.0,0.0,0.0293,0.12,3.59,0.0
2026-02-03,meta,META_002,Retargeting — Website Visitors,33082,769,285.58,60.0,2881.8,0.0232,0.37,8.63,10.09
2026-02-03,meta,META_003,Prospecting — Lookalike 1%,51575,177,353.01,8.0,1130.48,0.0034,1.99,6.84,3.2
2026-02-03,meta,META_004,App Install — iOS,66883,861,164.34,28.0,4128.32,0.0129,0.19,2.46,25.12
2026-02-03,x_ads,X_001,Promoted Tweets — Engagement,38584,516,153.24,7.0,499.03,0.0134,0.3,3.97,3.26
2026-02-03,x_ads,X_002,Website Clicks — Fintech Audience,32972,950,210.51,8.0,310.56,0.0288,0.22,6.38,1.48
2026-02-03,x_ads,X_003,Follower Campaign — Brand,15519,94,276.16,3.0,64.17,0.0061,2.94,17.79,0.23
2026-02-04,dv360,DV_IO_001,Programmatic Display — Prospecting,30518,408,679.5,8.4,1438.58,0.0134,1.67,22.27,2.12
2026-02-04,dv360,DV_IO_002,YouTube Pre-roll — Brand,118979,1394,407.53,1.3,42.28,0.0117,0.29,3.43,0.1
2026-02-04,dv360,DV_IO_003,Programmatic Video — Retargeting,115887,1085,766.13,22.3,2064.53,0.0094,0.71,6.61,2.69
2026-02-04,google_ads,GADS_001,Search — Brand Keywords,20523,381,206.26,21.0,1707.09,0.0186,0.54,10.05,8.28
2026-02-04,google_ads,GADS_002,Search — Competitor Keywords,48238,1642,273.03,41.2,1992.43,0.034,0.17,5.66,7.3
2026-02-04,google_ads,GADS_003,Performance Max — All Products,10092,56,303.73,1.1,184.93,0.0055,5.42,30.1,0.61
2026-02-04,google_ads,GADS_004,Display — Retargeting,24361,1019,562.53,70.9,3664.11,0.0418,0.55,23.09,6.51
2026-02-04,meta,META_001,Brand Awareness Q1,18309,403,416.65,2.0,261.42,0.022,1.03,22.76,0.63
2026-02-04,meta,META_002,Retargeting — Website Visitors,61661,1619,246.12,136.0,2847.84,0.0263,0.15,3.99,11.57
2026-02-04,meta,META_003,Prospecting — Lookalike 1%,19762,59,109.52,0.0,0.0,0.003,1.86,5.54,0.0
2026-02-04,meta,META_004,App Install — iOS,64190,919,108.03,46.0,2983.56,0.0143,0.12,1.68,27.62
2026-02-04,x_ads,X_001,Promoted Tweets — Engagement,39040,366,283.6,7.0,409.08,0.0094,0.77,7.26,1.44
2026-02-04,x_ads,X_002,Website Clicks — Fintech Audience,8105,252,226.51,0.0,0.0,0.0311,0.9,27.95,0.0
2026-02-04,x_ads,X_003,Follower Campaign — Brand,27417,325,223.01,11.0,399.08,0.0119,0.69,8.13,1.79
2026-02-05,dv360,DV_IO_001,Programmatic Display — Prospecting,198729,2593,537.89,104.7,6346.91,0.013,0.21,2.71,11.8
2026-02-05,dv360,DV_IO_002,YouTube Pre-roll — Brand,163754,1212,344.7,43.3,2184.92,0.0074,0.28,2.1,6.34
2026-02-05,dv360,DV_IO_003,Programmatic Video — Retargeting,84350,227,539.63,6.5,569.07,0.0027,2.38,6.4,1.05
2026-02-05,google_ads,GADS_001,Search — Brand Keywords,8455,421,332.37,25.7,4237.42,0.0498,0.79,39.31,12.75
2026-02-05,google_ads,GADS_002,Search — Competitor Keywords,29294,1352,310.79,64.3,8137.16,0.0462,0.23,10.61,26.18
2026-02-05,google_ads,GADS_003,Performance Max — All Products,53503,532,425.53,6.2,441.69,0.0099,0.8,7.95,1.04
2026-02-05,google_ads,GADS_004,Display — Retargeting,9936,55,275.88,1.4,245.9,0.0055,5.02,27.77,0.89
2026-02-05,meta,META_001,Brand Awareness Q1,50289,230,459.1,6.0,494.22,0.0046,2.0,9.13,1.08
2026-02-05,meta,META_002,Retargeting — Website Visitors,45370,1679,439.88,150.0,15922.5,0.037,0.26,9.7,36.2
2026-02-05,meta,META_003,Prospecting — Lookalike 1%,61476,399,86.09,37.0,3576.79,0.0065,0.22,1.4,41.55
2026-02-05,meta,META_004,App Install — iOS,18526,380,409.21,10.0,345.2,0.0205,1.08,22.09,0.84
2026-02-05,x_ads,X_001,Promoted Tweets — Engagement,15601,621,195.24,14.0,1283.94,0.0398,0.31,12.51,6.58
2026-02-05,x_ads,X_002,Website Clicks — Fintech Audience,38075,907,162.31,11.0,193.82,0.0238,0.18,4.26,1.19
2026-02-05,x_ads,X_003,Follower Campaign — Brand,32269,779,118.86,25.0,2299.5,0.0241,0.15,3.68,19.35
2026-02-06,dv360,DV_IO_001,Programmatic Display — Prospecting,77339,745,181.84,26.7,580.99,0.0096,0.24,2.35,3.2
2026-02-06,dv360,DV_IO_002,YouTube Pre-roll — Brand,56956,940,363.37,45.3,7867.7,0.0165,0.39,6.38,21.65
2026-02-06,dv360,DV_IO_003,Programmatic Video — Retargeting,42907,287,157.42,4.6,320.76,0.0067,0.55,3.67,2.04
2026-02-06,google_ads,GADS_001,Search — Brand Keywords,13800,567,119.35,3.4,539.89,0.0411,0.21,8.65,4.52
2026-02-06,google_ads,GADS_002,Search — Competitor Keywords,40271,2003,379.36,132.7,10000.27,0.0497,0.19,9.42,26.36
2026-02-06,google_ads,GADS_003,Performance Max — All Products,33859,996,314.74,55.1,1981.4,0.0294,0.32,9.3,6.3
2026-02-06,google_ads,GADS_004,Display — Retargeting,43981,1574,284.05,60.5,4502.41,0.0358,0.18,6.46,15.85
2026-02-06,meta,META_001,Brand Awareness Q1,11050,205,367.3,1.0,55.77,0.0186,1.79,33.24,0.15
2026-02-06,meta,META_002,Retargeting — Website Visitors,71645,1894,237.24,74.0,8232.5,0.0264,0.13,3.31,34.7
2026-02-06,meta,META_003,Prospecting — Lookalike 1%,66323,2453,401.52,40.0,2608.4,0.037,0.16,6.05,6.5
2026-02-06,meta,META_004,App Install — iOS,65627,375,330.4,8.0,215.92,0.0057,0.88,5.03,0.65
2026-02-06,x_ads,X_001,Promoted Tweets — Engagement,36814,336,158.99,7.0,183.75,0.0091,0.47,4.32,1.16
2026-02-06,x_ads,X_002,Website Clicks — Fintech Audience,3306,73,45.77,0.0,0.0,0.0221,0.63,13.84,0.0
2026-02-06,x_ads,X_003,Follower Campaign — Brand,29675,481,222.84,18.0,532.44,0.0162,0.46,7.51,2.39
2026-02-07,dv360,DV_IO_001,Programmatic Display — Prospecting,134278,1272,405.12,42.1,6855.98,0.0095,0.32,3.02,16.92
2026-02-07,dv360,DV_IO_002,YouTube Pre-roll — Brand,86108,981,760.44,15.7,845.76,0.0114,0.78,8.83,1.11
2026-02-07,dv360,DV_IO_003,Programmatic Video — Retargeting,147156,183,525.31,1.1,181.01,0.0012,2.87,3.57,0.34
2026-02-07,google_ads,GADS_001,Search — Brand Keywords,41526,463,594.68,12.0,876.96,0.0111,1.28,14.32,1.47
2026-02-07,google_ads,GADS_002,Search — Competitor Keywords,52954,1593,533.34,24.2,699.86,0.0301,0.33,10.07,1.31
2026-02-07,google_ads,GADS_003,Performance Max — All Products,30254,1316,569.12,89.2,7697.96,0.0435,0.43,18.81,13.53
2026-02-07,google_ads,GADS_004,Display — Retargeting,12281,203,148.7,4.3,662.54,0.0165,0.73,12.11,4.46
2026-02-07,meta,META_001,Brand Awareness Q1,79273,3214,194.94,119.0,11334.75,0.0405,0.06,2.46,58.14
2026-02-07,meta,META_002,Retargeting — Website Visitors,18463,128,241.31,6.0,267.18,0.0069,1.89,13.07,1.11
2026-02-07,meta,META_003,Prospecting — Lookalike 1%,35967,1246,464.78,28.0,3419.36,0.0346,0.37,12.92,7.36
2026-02-07,meta,META_004,App Install — iOS,14067,145,109.24,5.0,391.7,0.0103,0.75,7.77,3.59
2026-02-07,x_ads,X_001,Promoted Tweets — Engagement,39947,685,169.09,3.0,92.76,0.0171,0.25,4.23,0.55
2026-02-07,x_ads,X_002,Website Clicks — Fintech Audience,35389,21,272.29,0.0,0.0,0.0006,12.97,7.69,0.0
2026-02-07,x_ads,X_003,Follower Campaign — Brand,4412,149,272.92,1.0,42.08,0.0338,1.83,61.86,0.15
2026-02-08,dv360,DV_IO_001,Programmatic Display — Prospecting,26851,508,478.75,11.3,1488.55,0.0189,0.94,17.83,3.11
2026-02-08,dv360,DV_IO_002,YouTube Pre-roll — Brand,39209,591,547.69,4.2,750.04,0.0151,0.93,13.97,1.37
2026-02-08,dv360,DV_IO_003,Programmatic Video — Retargeting,188966,1087,233.61,28.4,584.76,0.0058,0.21,1.24,2.5
2026-02-08,google_ads,GADS_001,Search — Brand Keywords,36275,854,162.19,35.0,4438.35,0.0235,0.19,4.47,27.37
2026-02-08,google_ads,GADS_002,Search — Competitor Keywords,23954,603,450.49,7.9,585.31,0.0252,0.75,18.81,1.3
2026-02-08,google_ads,GADS_003,Performance Max — All Products,52099,1964,543.58,34.4,2328.54,0.0377,0.28,10.43,4.28
2026-02-08,google_ads,GADS_004,Display — Retargeting,10320,386,399.44,5.3,385.26,0.0374,1.03,38.71,0.96
2026-02-08,meta,META_001,Brand Awareness Q1,51031,1440,95.78,116.0,10117.52,0.0282,0.07,1.88,105.63
2026-02-08,meta,META_002,Retargeting — Website Visitors,66972,1585,166.61,88.0,10358.48,0.0237,0.11,2.49,62.17
2026-02-08,meta,META_003,Prospecting — Lookalike 1%,38292,1678,56.54,37.0,5280.27,0.0438,0.03,1.48,93.39
2026-02-08,meta,META_004,App Install — iOS,59463,175,150.87,5.0,746.6,0.0029,0.86,2.54,4.95
2026-02-08,x_ads,X_001,Promoted Tweets — Engagement,10564,205,73.45,1.0,83.6,0.0194,0.36,6.95,1.14
2026-02-08,x_ads,X_002,Website Clicks — Fintech Audience,14359,167,125.1,4.0,157.36,0.0116,0.75,8.71,1.26
2026-02-08,x_ads,X_003,Follower Campaign — Brand,10898,388,199.56,11.0,691.24,0.0356,0.51,18.31,3.46
2026-02-09,dv360,DV_IO_001,Programmatic Display — Prospecting,20926,384,599.4,19.1,1432.5,0.0184,1.56,28.64,2.39
2026-02-09,dv360,DV_IO_002,YouTube Pre-roll — Brand,128913,2053,124.29,38.8,2218.97,0.0159,0.06,0.96,17.85
2026-02-09,dv360,DV_IO_003,Programmatic Video — Retargeting,124090,1896,189.59,33.2,4906.3,0.0153,0.1,1.53,25.88
2026-02-09,google_ads,GADS_001,Search — Brand Keywords,36933,124,454.15,1.8,314.44,0.0034,3.66,12.3,0.69
2026-02-09,google_ads,GADS_002,Search — Competitor Keywords,42622,1567,302.53,15.5,466.7,0.0368,0.19,7.1,1.54
2026-02-09,google_ads,GADS_003,Performance Max — All Products,25726,215,123.79,3.7,225.29,0.0084,0.58,4.81,1.82
2026-02-09,google_ads,GADS_004,Display — Retargeting,56448,2477,490.55,4.1,652.72,0.0439,0.2,8.69,1.33
2026-02-09,meta,META_001,Brand Awareness Q1,50359,1442,485.01,0.0,0.0,0.0286,0.34,9.63,0.0
2026-02-09,meta,META_002,Retargeting — Website Visitors,33132,1197,190.39,44.0,6383.52,0.0361,0.16,5.75,33.53
2026-02-09,meta,META_003,Prospecting — Lookalike 1%,59495,445,58.01,30.0,2901.0,0.0075,0.13,0.98,50.01
2026-02-09,meta,META_004,App Install — iOS,13350,180,322.68,10.0,268.1,0.0135,1.79,24.17,0.83
2026-02-09,x_ads,X_001,Promoted Tweets — Engagement,25432,58,217.68,1.0,40.27,0.0023,3.75,8.56,0.18
2026-02-09,x_ads,X_002,Website Clicks — Fintech Audience,2562,84,228.14,2.0,45.9,0.0328,2.72,89.05,0.2
2026-02-09,x_ads,X_003,Follower Campaign — Brand,6740,21,169.4,0.0,0.0,0.0031,8.07,25.13,0.0
2026-02-10,dv360,DV_IO_001,Programmatic Display — Prospecting,123938,901,413.35,4.3,727.69,0.0073,0.46,3.34,1.76
2026-02-10,dv360,DV_IO_002,YouTube Pre-roll — Brand,23512,434,350.42,7.3,670.5,0.0185,0.81,14.9,1.91
2026-02-10,dv360,DV_IO_003,Programmatic Video — Retargeting,195285,1699,742.36,40.2,1250.62,0.0087,0.44,3.8,1.68
2026-02-10,google_ads,GADS_001,Search — Brand Keywords,50413,203,499.66,14.9,2091.81,0.004,2.46,9.91,4.19
2026-02-10,google_ads,GADS_002,Search — Competitor Keywords,55935,2767,222.53,41.1,870.5,0.0495,0.08,3.98,3.91
2026-02-10,google_ads,GADS_003,Performance Max — All Products,57172,1083,147.41,33.1,1692.07,0.0189,0.14,2.58,11.48
2026-02-10,google_ads,GADS_004,Display — Retargeting,48195,2649,388.53,44.5,4393.04,0.055,0.15,8.06,11.31
2026-02-10,meta,META_001,Brand Awareness Q1,57155,275,75.76,25.0,893.25,0.0048,0.28,1.33,11.79
2026-02-10,meta,META_002,Retargeting — Website Visitors,69899,266,330.2,12.0,1175.4,0.0038,1.24,4.72,3.56
2026-02-10,meta,META_003,Prospecting — Lookalike 1%,56621,2250,98.47,11.0,365.2,0.0397,0.04,1.74,3.71
2026-02-10,meta,META_004,App Install — iOS,34842,715,100.75,14.0,1672.86,0.0205,0.14,2.89,16.6
2026-02-10,x_ads,X_001,Promoted Tweets — Engagement,19685,463,141.03,2.0,139.28,0.0235,0.3,7.16,0.99
2026-02-10,x_ads,X_002,Website Clicks — Fintech Audience,10395,388,146.95,18.0,462.96,0.0373,0.38,14.14,3.15
2026-02-10,x_ads,X_003,Follower Campaign — Brand,13153,510,207.84,19.0,1693.09,0.0388,0.41,15.8,8.15
2026-02-11,dv360,DV_IO_001,Programmatic Display — Prospecting,173004,1626,718.74,76.3,5041.9,0.0094,0.44,4.15,7.01
2026-02-11,dv360,DV_IO_002,YouTube Pre-roll — Brand,151091,1811,286.12,19.0,2549.23,0.012,0.16,1.89,8.91
2026-02-11,dv360,DV_IO_003,Programmatic Video — Retargeting,12822,179,195.38,1.8,271.53,0.014,1.09,15.24,1.39
2026-02-11,google_ads,GADS_001,Search — Brand Keywords,4357,134,217.7,4.5,224.06,0.0308,1.62,49.97,1.03
2026-02-11,google_ads,GADS_002,Search — Competitor Keywords,28159,533,395.92,26.8,1539.12,0.0189,0.74,14.06,3.89
2026-02-11,google_ads,GADS_003,Performance Max — All Products,54929,277,462.01,21.5,1661.52,0.005,1.67,8.41,3.6
2026-02-11,google_ads,GADS_004,Display — Retargeting,4101,157,172.74,0.7,23.87,0.0383,1.1,42.12,0.14
2026-02-11,meta,META_001,Brand Awareness Q1,25566,829,151.61,61.0,2573.59,0.0324,0.18,5.93,16.98
2026-02-11,meta,META_002,Retargeting — Website Visitors,60760,231,111.9,7.0,340.34,0.0038,0.48,1.84,3.04
2026-02-11,meta,META_003,Prospecting — Lookalike 1%,35225,559,110.9,10.0,256.1,0.0159,0.2,3.15,2.31
2026-02-11,meta,META_004,App Install — iOS,42870,1349,345.13,111.0,6068.37,0.0315,0.26,8.05,17.58
2026-02-11,x_ads,X_001,Promoted Tweets — Engagement,22892,795,73.62,28.0,1015.84,0.0347,0.09,3.22,13.8
2026-02-11,x_ads,X_002,Website Clicks — Fintech Audience,34121,810,177.97,26.0,539.76,0.0237,0.22,5.22,3.03
2026-02-11,x_ads,X_003,Follower Campaign — Brand,36362,1039,269.33,7.0,319.13,0.0286,0.26,7.41,1.18
2026-02-12,dv360,DV_IO_001,Programmatic Display — Prospecting,162714,2426,119.96,120.0,9451.2,0.0149,0.05,0.74,78.79
2026-02-12,dv360,DV_IO_002,YouTube Pre-roll — Brand,150303,167,591.9,6.2,642.57,0.0011,3.54,3.94,1.09
2026-02-12,dv360,DV_IO_003,Programmatic Video — Retargeting,13208,113,621.7,2.9,306.96,0.0086,5.5,47.07,0.49
2026-02-12,google_ads,GADS_001,Search — Brand Keywords,50228,1255,188.23,12.9,1471.12,0.025,0.15,3.75,7.82
2026-02-12,google_ads,GADS_002,Search — Competitor Keywords,54977,506,81.26,2.8,343.78,0.0092,0.16,1.48,4.23
2026-02-12,google_ads,GADS_003,Performance Max — All Products,13627,425,492.93,3.0,419.4,0.0312,1.16,36.17,0.85
2026-02-12,google_ads,GADS_004,Display — Retargeting,22759,793,278.87,53.1,8886.28,0.0348,0.35,12.25,31.87
2026-02-12,meta,META_001,Brand Awareness Q1,75423,3659,227.61,298.0,36773.2,0.0485,0.06,3.02,161.56
2026-02-12,meta,META_002,Retargeting — Website Visitors,42522,921,126.94,28.0,2332.4,0.0217,0.14,2.99,18.37
2026-02-12,meta,META_003,Prospecting — Lookalike 1%,39637,125,149.81,11.0,817.63,0.0032,1.2,3.78,5.46
2026-02-12,meta,META_004,App Install — iOS,43407,135,278.57,4.0,262.52,0.0031,2.06,6.42,0.94
2026-02-12,x_ads,X_001,Promoted Tweets — Engagement,6462,219,248.62,9.0,794.97,0.0339,1.14,38.47,3.2
2026-02-12,x_ads,X_002,Website Clicks — Fintech Audience,3852,99,250.66,0.0,0.0,0.0257,2.53,65.07,0.0
2026-02-12,x_ads,X_003,Follower Campaign — Brand,24639,65,55.57,0.0,0.0,0.0026,0.85,2.26,0.0
2026-02-13,dv360,DV_IO_001,Programmatic Display — Prospecting,26223,287,710.03,12.7,318.52,0.0109,2.47,27.08,0.45
2026-02-13,dv360,DV_IO_002,YouTube Pre-roll — Brand,27212,122,512.92,4.5,762.79,0.0045,4.2,18.85,1.49
2026-02-13,dv360,DV_IO_003,Programmatic Video — Retargeting,63579,1120,269.95,6.9,704.14,0.0176,0.24,4.25,2.61
2026-02-13,google_ads,GADS_001,Search — Brand Keywords,18385,179,399.79,4.0,592.32,0.0097,2.23,21.75,1.48
2026-02-13,google_ads,GADS_002,Search — Competitor Keywords,21796,1085,597.23,85.2,3841.67,0.0498,0.55,27.4,6.43
2026-02-13,google_ads,GADS_003,Performance Max — All Products,58522,2195,370.31,32.0,694.08,0.0375,0.17,6.33,1.87
2026-02-13,google_ads,GADS_004,Display — Retargeting,24726,830,582.72,63.6,10354.08,0.0336,0.7,23.57,17.77
2026-02-13,meta,META_001,Brand Awareness Q1,49315,1209,374.18,24.0,2891.76,0.0245,0.31,7.59,7.73
2026-02-13,meta,META_002,Retargeting — Website Visitors,74527,1677,313.33,50.0,5207.0,0.0225,0.19,4.2,16.62
2026-02-13,meta,META_003,Prospecting — Lookalike 1%,72520,1074,417.86,55.0,1370.05,0.0148,0.39,5.76,3.28
2026-02-13,meta,META_004,App Install — iOS,27083,663,135.52,2.0,92.34,0.0245,0.2,5.0,0.68
2026-02-13,x_ads,X_001,Promoted Tweets — Engagement,9605,90,293.32,3.0,222.06,0.0094,3.26,30.54,0.76
2026-02-13,x_ads,X_002,Website Clicks — Fintech Audience,27789,153,260.64,3.0,158.88,0.0055,1.7,9.38,0.61
2026-02-13,x_ads,X_003,Follower Campaign — Brand,24935,465,216.63,16.0,944.64,0.0186,0.47,8.69,4.36
2026-02-14,dv360,DV_IO_001,Programmatic Display — Prospecting,191680,3368,441.35,112.3,16144.25,0.0176,0.13,2.3,36.58
2026-02-14,dv360,DV_IO_002,YouTube Pre-roll — Brand,52424,209,582.62,9.2,1608.34,0.004,2.79,11.11,2.76
2026-02-14,dv360,DV_IO_003,Programmatic Video — Retargeting,17418,153,297.29,0.5,41.88,0.0088,1.94,17.07,0.14
2026-02-14,google_ads,GADS_001,Search — Brand Keywords,58058,1003,196.44,36.2,3107.05,0.0173,0.2,3.38,15.82
2026-02-14,google_ads,GADS_002,Search — Competitor Keywords,50960,1744,513.7,3.6,123.73,0.0342,0.29,10.08,0.24
2026-02-14,google_ads,GADS_003,Performance Max — All Products,35817,1818,417.31,58.2,2671.96,0.0508,0.23,11.65,6.4
2026-02-14,google_ads,GADS_004,Display — Retargeting,13049,316,283.04,18.1,368.7,0.0242,0.9,21.69,1.3
2026-02-14,meta,META_001,Brand Awareness Q1,78930,228,355.86,11.0,879.56,0.0029,1.56,4.51,2.47
2026-02-14,meta,META_002,Retargeting — Website Visitors,63147,707,462.42,16.0,607.52,0.0112,0.65,7.32,1.31
2026-02-14,meta,META_003,Prospecting — Lookalike 1%,75832,1144,69.01,39.0,3301.74,0.0151,0.06,0.91,47.84
2026-02-14,meta,META_004,App Install — iOS,13742,529,104.89,18.0,2367.9,0.0385,0.2,7.63,22.58
2026-02-14,x_ads,X_001,Promoted Tweets — Engagement,32740,117,51.84,2.0,72.7,0.0036,0.44,1.58,1.4
2026-02-14,x_ads,X_002,Website Clicks — Fintech Audience,26651,195,230.25,7.0,565.18,0.0073,1.18,8.64,2.45
2026-02-14,x_ads,X_003,Follower Campaign — Brand,11128,60,207.09,0.0,0.0,0.0054,3.45,18.61,0.0
2026-02-15,dv360,DV_IO_001,Programmatic Display — Prospecting,62468,492,741.66,1.0,71.9,0.0079,1.51,11.87,0.1
2026-02-15,dv360,DV_IO_002,YouTube Pre-roll — Brand,124971,1730,626.1,60.6,4500.76,0.0138,0.36,5.01,7.19
2026-02-15,dv360,DV_IO_003,Programmatic Video — Retargeting,159088,2731,299.88,80.2,6561.16,0.0172,0.11,1.88,21.88
2026-02-15,google_ads,GADS_001,Search — Brand Keywords,30553,486,445.16,37.9,3950.32,0.0159,0.92,14.57,8.87
2026-02-15,google_ads,GADS_002,Search — Competitor Keywords,49195,1658,531.41,20.3,1264.28,0.0337,0.32,10.8,2.38
2026-02-15,google_ads,GADS_003,Performance Max — All Products,56277,1992,156.5,57.1,5803.64,0.0354,0.08,2.78,37.08
2026-02-15,google_ads,GADS_004,Display — Retargeting,18838,527,384.71,27.6,5493.5,0.028,0.73,20.42,14.28
2026-02-15,meta,META_001,Brand Awareness Q1,31496,235,373.8,11.0,290.51,0.0075,1.59,11.87,0.78
2026-02-15,meta,META_002,Retargeting — Website Visitors,51010,1876,259.0,184.0,14409.04,0.0368,0.14,5.08,55.63
2026-02-15,meta,META_003,Prospecting — Lookalike 1%,45111,217,291.1,11.0,725.12,0.0048,1.34,6.45,2.49
2026-02-15,meta,META_004,App Install — iOS,36740,1006,439.07,19.0,1797.21,0.0274,0.44,11.95,4.09
2026-02-15,x_ads,X_001,Promoted Tweets — Engagement,4563,170,80.88,7.0,449.26,0.0373,0.48,17.73,5.55
2026-02-15,x_ads,X_002,Website Clicks — Fintech Audience,17043,499,88.14,5.0,353.85,0.0293,0.18,5.17,4.01
2026-02-15,x_ads,X_003,Follower Campaign — Brand,11875,79,240.9,2.0,96.22,0.0067,3.05,20.29,0.4
2026-02-16,dv360,DV_IO_001,Programmatic Display — Prospecting,65846,248,550.55,8.2,331.77,0.0038,2.22,8.36,0.6
2026-02-16,dv360,DV_IO_002,YouTube Pre-roll — Brand,161235,2202,549.8,87.3,11508.76,0.0137,0.25,3.41,20.93
2026-02-16,dv360,DV_IO_003,Programmatic Video — Retargeting,194758,3222,160.18,106.3,9326.76,0.0165,0.05,0.82,58.23
2026-02-16,google_ads,GADS_001,Search — Brand Keywords,49977,2858,517.62,138.8,16891.96,0.0572,0.18,10.36,32.63
2026-02-16,google_ads,GADS_002,Search — Competitor Keywords,52037,2501,411.56,13.6,780.91,0.0481,0.16,7.91,1.9
2026-02-16,google_ads,GADS_003,Performance Max — All Products,8179,395,111.43,3.4,256.94,0.0483,0.28,13.62,2.31
2026-02-16,google_ads,GADS_004,Display — Retargeting,35975,1930,409.08,84.0,2586.36,0.0536,0.21,11.37,6.32
2026-02-16,meta,META_001,Brand Awareness Q1,50616,936,117.09,8.0,983.36,0.0185,0.13,2.31,8.4
2026-02-16,meta,META_002,Retargeting — Website Visitors,69030,2651,423.36,124.0,14923.4,0.0384,0.16,6.13,35.25
